Product,Comments ,Website,Label
Velvet Liquid Lipstick,"not my color but beautiful product!
Thank you kyliecosmetics and Influenster for allowing me to try out the famous lip kit! I love the lip liner and liquid lipstick duo, this is definitely not a flattering color on me but the product is high quality and surprisingly stays on all day!",kylie cosmetics,neutral
Velvet Liquid Lipstick,"great lip product
I’ll preface this by saying I don’t wear lipstick often, lol. This color is a perfect match for my natural lips and I use it mainly as a base layer covered by a tinted gloss. Went on smooth and didn’t dry my lips out.",kylie cosmetics,positive
Velvet Liquid Lipstick,"durable
The color is not my favorite for my skyn tone. Maybe it will be better for white people . I like the color stay for a really long time, even when it transfer a lot, unlike the matte ones.",kylie cosmetics,positive
Velvet Liquid Lipstick,"liked more than expected
I have to admit that the Kylie lip kit was cuter than expected. The lip liner and matte lipstick was very flattering and lasted a long time. I do like the matte look as well.",kylie cosmetics,positive
Velvet Liquid Lipstick,"color
I liked the application and the boldness incolor. The ware time wasn’t long for me, and it seem to of died my lips a bit",kylie cosmetics,positive
Velvet Liquid Lipstick,"long lasting product
I applied the product in the morning around 10 am and I didn’t re apply it and long last pretty good till 7pm.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good formula, the color was not for me though
I've never used Kylie Cosmetics before so I was pretty pumped when I was chosen for this campaign. The good stuff: the formula for the lip liner was smooth and glided very well when I put it on.",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice duo
The Charm color is a little light for my skin tone (fair) but the quality of product is nice. The lipliner pairs well with the lip product, both are long lasting. The lip stain has a slight vanilla scent which I haven’t noticed in other Kylie lip kit sets!",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful formula
I really like the formula of the lip liner and the velvet lip. It is long lasting without being drying. I tried Posie K and I do think it comes off way more pink than the swatches showed. So for that reason I’d be more likely to try a different color in the future and would love more neutral/rose options.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good product
Application was easy and looked nice on. I don’t think the color was right for my skin tone but still a nice shade. It was the first Kylie product I’ve tried and was pleasantly surprised.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good, but not my absolute fav
The color was beautiful! Very understated nude, perfect for an everyday look. I love Kylie lip kits, but I much prefer the matte lipsticks over the velvet. I just feel like the matte ones last so much longer and don’t show as much wear throughout the day.

",kylie cosmetics,positive
Velvet Liquid Lipstick,"incredible product, wrong color
For starters, I loved the quality of this duo. Application was super easy, and the texture/feeling is best described by the products’ name: velvety.",kylie cosmetics,positive
Velvet Liquid Lipstick,"surprised!
I have to admit for never having tried a Kylie Lip kit myself, I was surprised. When it was such a trending moment I just didn’t jump to it, my little sister was such a fan and I thought the colors always looked amazing on her.",kylie cosmetics,positive
Velvet Liquid Lipstick,"matte
This is a great lippie if you are looking for a matte lipstick. I wish it matched my lips more, it is more redder than it looks in the pics but still pretty. The matte isn’t over drying and it looks pretty",kylie cosmetics,positive
Velvet Liquid Lipstick,"super pigmented!
These products are super pigmented and bright! The liner is lush and rich, and the lipstick is a bit sticky but has a nice finish and a buildable formula. Not sure about the transfer/staying power, yet.",kylie cosmetics,positive
Velvet Liquid Lipstick,"matte lip
I don’t really prefer matte finishes for my lip products, but this product works well for what it is. It stays on pretty long but the only issue I would say is that it doesn’t really match the color shown online.",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful color
The color I received was beautiful. However, I wish the product stuck onto my lips more longer. It started coming off pretty early in the evening and my lips did get pretty dry. I usually prep my lips before putting product on it so I was surprised how quick it made my lips dry. Overall the product is okay.",kylie cosmetics,positive
Velvet Liquid Lipstick,"pigmented!
Very pigmented lip kit. The liner was easy to use and blends easily. The color was not streaky or patchy. Overall good lip products! I prefer moisturizing lip products and these were a bit dry for my taste but I can see others enjoying this.",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful color
I loved the color of this lipliner and liquid lipstick combination. It really is the perfect everyday nude. I do however think the lipstick is drying, so I always have to top my lips with gloss or chapstick just for some hydration.",kylie cosmetics,positive
Velvet Liquid Lipstick,"velvet lip kit charm
I’m in love with my new lipstick and lip liner, super soft, it doesn’t dry out my lips, it last me all day, I little bit pricey but is worth it , definitely recommend it.",kylie cosmetics,positive
Velvet Liquid Lipstick,"surprised me
Ill admit I haven’t purchased from Kylie Cosmetics yet. I assumed the lipsticks would be drying like so many other competitors brands I’ve tried. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"this one is not for me.
I received a shade that did not go well with my complexion, it’s too light on me. I will say I do like the consistency of both the liner and the lipstick.",kylie cosmetics,positive
Velvet Liquid Lipstick,"red hot
So I am not a lipstick user, but I wanted to branch out. What better way to jump head first into the world of lipstick than with bright red.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good
I don't like the color, however, it looks of good quality and is soft. but I had to wait more than 15 minutes so that it does not transfer to other things",kylie cosmetics,positive
Velvet Liquid Lipstick,"great product but the color's not for me
I am very impressed by the boldness of the color. It completely covers my original lip color. Also the color stays on really well. Once it dries, it almost doesn't wear off at all.",kylie cosmetics,negative
Velvet Liquid Lipstick,"brigter than expected
The lipstick is a bit brighter than expected but lays well on the lips still a bit on the dries side even though it it a velvet formula.",kylie cosmetics,positive
Velvet Liquid Lipstick,"i like it
This lip kit applied really nicely and smoothly and didn't accentuate my dry lips which was great but i wasn't a huge fan of the color on me. Would love to try other colors in the future though and the packaging was cute. Not transfer proof but I didn't mind that but be aware if that matters for you",kylie cosmetics,positive
Velvet Liquid Lipstick,"say no more
I gave it a 4/5 because the color is not for me. It's way too bright. Not as bright as I thought it would be. Good quality otherwise. Not sticky. No scent. Great color coverage. I'd be interested in a more neutral color. Thankyou",kylie cosmetics,positive
Velvet Liquid Lipstick,"it's ok
It's my first time trying out Kylie Cosmetics Velvet Lip Kit -  Bare . I like the shade and it glides smoothly when applied. The lip liner has a darker shade which is a bit disappointing . All in all I feel that these lip kit helps  achieve that pouty lip look .",kylie cosmetics,positive
Velvet Liquid Lipstick,"velvety smooth
Really love the texture and the feel of the lipliner. Glides on smoothly. The lipstick feels velvety and doesn’t dry out my lips. The color is a bit too bright",kylie cosmetics,positive
Velvet Liquid Lipstick,"i like the color
So i have all the shades of these lipstick , it has pretty cool colors and are fine but are like the same old colors of past collection. They are ok..",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful product
I love the lip products from kylie cosmetics! I got the shade bare velvet which is a beautiful nude. I love the concept of having a liner as well.",kylie cosmetics,positive
Velvet Liquid Lipstick,"too bright and intense than on the picture
I love lip liners and liquid lipsticks, but this Kylie Velvet Liquid Lipstick and Liner color is too intense for my skin color. They are really soft and smooth when using, have light scent. Nice demi-matte finish, but not smudge proof.",kylie cosmetics,positive
Velvet Liquid Lipstick,"the most vibrant
I would rename this color comic book pink if I could. Somehow it looks even more vibrant in person so this kit is not for the faint of heart. Feels nice on the lips but is not smudge proof. Over all, definitely a look.",kylie cosmetics,positive
Velvet Liquid Lipstick,"perfect formula and shade
I don’t usually like the Kylie lip kits but this one changed my mind. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"so smooth!
I love the formula of this! Makes my lips look so nice and smooth and feels buttery. I do have to reapply throughout the day but it’s not a big deal. Highly recommend this kit!",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice color drying formula
this color is gorgeous the lipliner is smooth and glides on with ease. the top gloss is drying and settles into the lines and creases of the lips. almost perfect!",kylie cosmetics,positive
Velvet Liquid Lipstick,"smooth application
Love the velvet feel of the lipstick, but definitely smudges and transfers easily. The pencil however didn’t budge which was great! The color looks great on my brown skin tone! I got this product free from Influenster.

",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie lip kit
Kylie lip kits are one of my go to liquid lipsticks. They are one of the only formulas that actually last on me and survive through eating greasy/oily food and drinking.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love!
I think this red doesn’t suit Indian skin tones but I think it still looks good on me with the use of a dark brown lip liner. It’s not drying like her old formulas which I love.",kylie cosmetics,positive
Velvet Liquid Lipstick,"it was a nice color
The red is like a true red shade. The lip liner was great and went on smoothly. The lipstick went on nice, it wasn’t too drying but there was a little bit of transfer so it wasn’t completely transfer proof.

",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie cosmetics lip kit review (incentivized)
The Kylie Cosmetics Velvet Lip Kit in the shade Harmony overall was pretty nice quality. The lip liner was very creamy and went on easily which was nice because I’ve tried really dry lip liners before, this does however mean it runs out kind of quick. And the liquid lipstick wasn’t too drying compared to others I’ve tried.",kylie cosmetics,positive
Velvet Liquid Lipstick,"the pencil is everything but the color is ok
I love love the lip pencil. It glides very smoothly. The lip color is ok perhaps it’s not what I expected when I saw the color as a sample. I take one star off because it didn’t last long enough.",kylie cosmetics,positive
Velvet Liquid Lipstick,"so-so
It’s got a nice feel, but it doesn’t stay on like the matte does…",kylie cosmetics,positive
Velvet Liquid Lipstick,"ugly lip liner color
The harmony liner color is very odd and unflattering so I’m just not using it. But the lip color is great.",kylie cosmetics,positive
Velvet Liquid Lipstick,"not sonhappy
Not as expected. The color is a little different.",kylie cosmetics,positive
Velvet Liquid Lipstick,"not sonhappy
Not as expected. Not much pigmented. The color is a little different.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great formula but don't like the exact color match
Texture of lip pencil of both are great but wish liner was slightly darker than the lipstick. Can't really wear together as it just looks like I put lipstick around the edges of may lips ?????",kylie cosmetics,positive
Velvet Liquid Lipstick,"lip kit color
Color isn’t true to the pics or they”try-on” option",kylie cosmetics,positive
Velvet Liquid Lipstick,"good coverage but drying for me
I liked the color and coverage, and the lip color was easy to apply. However, the liquid lip was just a little too dry on my lips for me. The lip liner was good too, but nothing I couldn’t get out of a drugstore lip liner.

",kylie cosmetics,neutral
Velvet Liquid Lipstick,"product too dry
Color is awesome. The dryer the product got on my lips it clumped.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not my favorite
It dries my lips , I don't like that . Becomes clumpy .",kylie cosmetics,neutral
Velvet Liquid Lipstick,"disappointed
Unfortunately, I was not thrilled with the colors. I thought they would be much prettier. I haven’t used it long enough to see if I like the lip liner but the time I have used both it doesn’t seem to stay on as advertised.",kylie cosmetics,negative
Velvet Liquid Lipstick,"okay lip combo
I was excited to try the velvet lip kit from Kylie Cosmetics, but I was left a bit disappointed. I love the packaging and color of the lip pencil and gloss, but I found the formula too matte for my liking",kylie cosmetics,positive
Velvet Liquid Lipstick,"it was pretty good for the price.
I was so excited to try this product! I had always heard such great things about Kylie Jenner lip kits. I tried mine out on New Year's while barhopping with my friends. It didn't even last through the first bar! I did like the color though and it did feel moisturizing.",kylie cosmetics,positive
Velvet Liquid Lipstick,"colorful
Beautiful color and long wearing but dries out my lips.",kylie cosmetics,positive
Velvet Liquid Lipstick,"fun
This is a cute Lip Kit. I’m not a huge fan of liquid lipsticks but the velvet ones are nice. I still prefer a glossy look. The color is great for Valentine’s Day, I probably won’t wear it that often though. The lip liner formula is good. I would recommend to people that often wear red lipstick.",kylie cosmetics,positive
Velvet Liquid Lipstick,"bright color, hydrating, long lasting
I’d never used a Kylie Cosmetics before so I was super excited to be receiving a lip kit. The product is very long lasting. It takes a little bit before it dries but when it does it does last for hours. Unfortunately, this bright shade didn’t look good on my pale complexion and just wasn’t my favorite color for me so I wish I would’ve been able to try another color.",kylie cosmetics,positive
Velvet Liquid Lipstick,"drying formula but long-lasting!
I found this lip kit to be a bit drying for lips, so I didn’t love how it looked a few hours after application. The shade is definitely fun and adventurous so the drying could be fixed by adding a gloss over it. But I personally won’t be wearing it on its own next time. It is lost-lasting which is nice!",kylie cosmetics,positive
Velvet Liquid Lipstick,"not all it’s cracked up to be
I was so excited to test out this lip kit but after trying it on it completely dried out my lips. It wasn’t an attractive color at all and couldn’t even be saved with an overlapped lipgloss. I was surprised after all the good things I’ve heard about it.",kylie cosmetics,positive
Velvet Liquid Lipstick,"eh
Theres nothing that really stands out about this product to me. The lip liner is extremely creamy which contrasts the liquid matte lipstick in a weird way. I would not pair this together. I'd use the products individually. In terms of quality it's fine but I'd rather get something that wows me when it come sto lip products bc I'm a lip product lover.",kylie cosmetics,negative
Velvet Liquid Lipstick,"not worth the price
I was gifted this by Influenster in exchange for my honest thoughts. The lip liner was fine, very smooth and easy to apply. It didn't pull or tug at my lips",kylie cosmetics,negative
Velvet Liquid Lipstick,"nice color
The color is so pretty but unfortunately it doesn’t stay on long enough. It feels great to put on, so smooth, but once applied it immediately dried out my lips. I wore it for a few hours but it was coming off on everything I was eating and drinking.",kylie cosmetics,positive
Velvet Liquid Lipstick,"gorgeous color but very drying
Loved this color so much and a huge fan of the liner, however the lipstick itself is very drying on the lips and feels a little uncomfortable after it’s dry. It’s also tacky and almost gluey. But, it definitely doesn’t budge while eating and such!",kylie cosmetics,positive
Velvet Liquid Lipstick,"lip liner yes!
I love the formula of the lip liner unfortunately the color (Harmony) did not look good on my skin tone. Liquid lipstick in harmony the formula was not consistent while applying it wasn’t opaque & had a runny texture.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"too bright for me
I received this Kylie lip kit in say no more for free to test from influenster. The color I received was a very bright pink. It was very bright on my lips which I’m not used to.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"soft but slightly sheer
The lip liner is very soft and velvety, it does not match the liquid lip 100% but it is close. There is a slight scent to the lipstick that is not offensive. The packaging feels cheap to me. Dries down kinda shiny which is nice and doesn’t feel too drying. It does settle into the fine lines on your lips.",kylie cosmetics,negative
Velvet Liquid Lipstick,"it’s a pretty color
It looks lighter on my lips I like the formula but I prefer matte liquid lipsticks,I would like it better in another shade.",kylie cosmetics,positive
Velvet Liquid Lipstick,"lip liner is the star
I received this Kylie lip kit in the shade “Party Girl” which is a bold pink. Not a fan of the plastic packaging, especially having to sharpen plastic pencils.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"good formula
I like the formula a lot, but this shade was a little too light for me. I have a deeper complexion with some olive undertones and this shade just ended up giving me concealer lips.",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty color
This color is a little light for me so I have to pair it with a darker lip liner but it looks really nice. It is drying but its a liquid lipstick so I expect that out of it. I’m usually not a fan of kylie’s makeup but this isnt too bad.",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty, but drying!
Upon first application, I LOVED this lip set. The color is pretty, it smells like cake, and it was really comfortable for the first hour or so. But it gradually got more drying, and emphasized my lip lines a lot as it wore. I did get 9+ hours of wear out of this product, and the lip liner is really nice, but I have other liquid lipsticks that are more comfortable to wear.",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice product, meh color
The products itself performed well. The lip liner is long lasting and the velvet liquid lipstick has good pigmentation and feels comfortable on the lips. My only gripe is the color leans too warm pink and does not look good with my skin complexion. I’d probably use the lip liner but the liquid lipstick isn’t flattering.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the lip liner!
I SO badly wanted to fall in love with this. So very badly. I absolutely love the color! The lip liner glides on like silk and is just flawless. Day 1 of wearing-i was stoked because it's gorgeous and went on smoothly, but as the day went on that's where things went a little south. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"a cute kit
It'd be 3.5 if I could do half stars, but not enough to say it's a 4. The kit is cute. The pigment is really vibrant. The texture was just okay and the staying power left something to be desired. But I did like having the matching liner and color.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"feels nice at first but not for long wear
This was a really nice lip duo! The liquid lipstick was very pigmented and went on smoothly without feeling tacky/drying at the beginning leaving a nice shine, but after a few hours wear it did start to loose the smooth look and dried out. If you’re wearing this over a long period of time, I would put on a slightly thinner layer",kylie cosmetics,neutral
Velvet Liquid Lipstick,"velvet lip kit is mediocre
First, I will just mention that I was sent a shade that I would never normally wear, which was odd since Influenster usually asks about what shades you’d want to try in the quizzes and give you one of those.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"lip gloss and liner
I received the charm color liner and glass from Kylie Cosmetics! The gloss is nice and the color is nice! The liner unfortunately did not work for me. I did enjoy the lip gloss though!",kylie cosmetics,positive
Velvet Liquid Lipstick,"lipstick
I liked the color I got bit I didn't care how it was like paint glued to my lips. I like the lipstick that will wipe off with use this would not unfortunately and that's the only thing I didn't like",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie lip kit
I have never tried anything from this brand but obviously there has been a lot of controversy around it. I really liked the lip liner, it was creamy and pigmented but the liquid lip was too drying and cakey for me. I probably wouldn’t repurchase anything other than a lip liner",kylie cosmetics,positive
Velvet Liquid Lipstick,"velvet lip kit
The lip liner was my favorite part about the kit it performed really well. The liquid lip feels light on the lips and fades nicely.",kylie cosmetics,positive
Velvet Liquid Lipstick,"cute color but apply carefully
This is a beautiful color for the spring/summer. It’s like a fuchsia pink. I currently own many Kylie lip kits but depending on the color there is a way to apply it.",kylie cosmetics,positive
Velvet Liquid Lipstick,"better than the original lip kits
I prefer this velvet formula over the original matte formula from years ago because it looks better on the lips. My lips don’t look dry and crusty compared to the matte version but this formula is definitely not transfer proof. Would need to reapply if you’re looking for this to last all day long",kylie cosmetics,positive
Velvet Liquid Lipstick,"didn’t last
I received this product for free to test. Went on pretty smooth, and was a pretty color, but did not last at all, even with setting powder applied over the lip liner.",kylie cosmetics,negative
Velvet Liquid Lipstick,"great color
Color payoff was very good. Can never go wrong with a classic red. Creamy consistency but longevity wasn't there for me. Transferred pretty easily even after letting it dry.",kylie cosmetics,positive
Velvet Liquid Lipstick,"not impressed
I tried this on alone & wore for maybe 3 hours & I didn’t like it alone . it didn’t last as long as I thought . Although the finish of the lip product is nice and didn’t dry my lips out . I ended up using it as a topper with brown lip liner and gloss .",kylie cosmetics,neutral
Velvet Liquid Lipstick,"good, not great
I really wanted to like the Kylie lip kit. I used the product several times before coming to a conclusion. The shade is really nice and subtle. However, I didn’t like the application. It went on almost splotchy and didn’t look smooth. I would definitely recommend the lip liner.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not my favorite
I receive the 700 bare velvet color, but isn’t my favorite nude color because is too light for my skin tone, I have another favorite nude lipsticks but this is not good for me. I like the lip liner because is indelible.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not good for dry lips
it was very dry and patchy. better to use just the liner with gloss of your lips are more chapped. other than that it’s amazing",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not that good
I was really looking forward to trying this to see if it actually worked, and it does make your lips look bigger. Sadly, I did not feel very comfortable using it, because it is pretty dry. I don’t think I would purchase it.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"didn’t like the shade
Personally the color was too pink for me and not applicable for brown skin. I was excited for getting this product but the shade was not it for me.",kylie cosmetics,negative
Velvet Liquid Lipstick,"looks good
I liked the product however the color I received was not as shown in the pictures. It went in smooth and didn’t feel dry.",kylie cosmetics,positive
Velvet Liquid Lipstick,"disappointed
Honestly I had such high expectations for these products. While the lip liner itself is decent (applies smoothly & is creamy) I didn’t really care for the lipstick. I know it’s supposed to be matte-ish but I found it to be very drying",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not the best match!
My main complaint is that the lip liner and liquid lip do not match. They are completely different tones/shades. They don’t compliment each other in my opinion. With that being said I like the lip liner formula. It’s creamy without being too soft. The liquid lip is nice as well; it’s not completely matte which I enjoy. I would use these two products separately as opposed to in a kit.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"like the velvet formula
I was glad to receive the Bare Velvet formula lip kit, but was disappointed in the lip liner color. The liner seems to dark to match the color lipstick. I did however enjoy both formulas",kylie cosmetics,positive
Velvet Liquid Lipstick,"looked ashy on my skintone
This color is supposed to be a nude, but it isn’t a nude on my skintone (Light-Medium). The lipliner is very soft so you have to draw it on very gently or the product gets a little smooshed and extra product comes off. The liquid lipstick is a little drying and flaky and emphasizes any lip texture dramatically. I’m not really a fan as this shade pulls grey and ashy on me rather than being a cute nude pink but perhaps I would like it more in a different shade. Quality is so-so to me. I wouldn’t personally recommend.",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie cosmetics
I loved the texture and the packaging. However, it was not a color that suited my skin color. The product itself was nice and velvety and dried really nicely. The lip liner was creamy and not dry, as well as easy to trace your lips with. Really good quality

",kylie cosmetics,positive
Velvet Liquid Lipstick,"underwhelmed
I had high hopes for this, based on all the hype I'd heard. But I'm really picky about lip products, and pickier about colour. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the liner but lipstick is too drying
This is my first time using Kylie cosmetics and I’m happy to be trying the famous lip kit. I think that it’s an amazing idea that the kit comes with the lip liner and the lip stick, not many brands do that. On to the review, I love the liner. It glides on my lips easily and is very pigmented.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"decent lip gloss
I got sent shade bare - it pretty much matches my natural lip color so it isn’t anything too out there which I prefer. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie velvet lip kit in charm
I received this product from influesnter and kylie cosmetics in return of my honest opinion. I like how creamy it is, it give my lips that moisture that it needs, i don’t like that it smudges but the color doesn’t rreally look good on me. I look really pale on it but it would be pretty for a fairer skin type. I love the packaging and the smell. Would I purchase it again? Nope but I think it’s a good product.",kylie cosmetics,positive
Velvet Liquid Lipstick,"drying
I wanted to love this but it’s a bit drying on my lips. the color is also not the best for my skin tone. I have olive tan skin",kylie cosmetics,neutral
Velvet Liquid Lipstick,"not great
I did not like the shade I received. Being of darker skin this shade did not suit me . The packaging was nice and included a lipstick and lip pencil",kylie cosmetics,positive
Velvet Liquid Lipstick,"good product color not for me
This lip kit went on smooth and felt great. The color wasn’t for me, I think I’m too tanned it looked like powder pink on me. I would to try a different color!",kylie cosmetics,positive
Velvet Liquid Lipstick,"good formula!
I never really tried kylie lip kits but this formula is very buttery and easy to apply! Sadly this shade did not suit me very well.",kylie cosmetics,positive
Velvet Liquid Lipstick,"not great
I remember getting the Kylie lip kit?s back in 2015 when everyone was raving about them and I hated the formula so when I got this vox box I was really hoping that the formulas have gotten better and i will admit they have slightly gotten better but I still don’t like them. ",kylie cosmetics,negative
Velvet Liquid Lipstick,"pretty
I’m super happy with this color, it’s pink but not dramatic, so it’s easy to wear with anything. The lip liner applies effortlessly and stays on super well! I had a hard time taking this off. I’m not a big fan of “velvet” lip sticks, which is why I gave it 3 stars. I suffer from chronic chapped lips so this really highlighted my insecurities, but I topped it with a lip gloss which helped.",kylie cosmetics,positive
Velvet Liquid Lipstick,"just okay
The color- I love. The liner, I love. The actual lip color though? Not my favorite. It doesn't look velvet but rather my lips looked like I hadn't used any chapstick in 20 years. It did stay on well bit I didn't like the finish enough to really test it out",kylie cosmetics,neutral
Velvet Liquid Lipstick,"nice color, but looks dry
I like how the product applied and I liked the color. However, it made my lips look really dry. I didn’t wear it for the day so I can’t say how long it lasts.",kylie cosmetics,positive
Velvet Liquid Lipstick,"too cool for yellow undertone
I wasn't really a fan of the color because I have yellow undertones and this shade of pink is too cool. I also don't really wear neon bright colors. It's too much for me. The formulation is decent. I love that it also comes with a lip liner. Overall, it was okay. Better if you like neon colors and have a cooler skin tone.",kylie cosmetics,positive
Velvet Liquid Lipstick,"more pink than you think
this is like the perfect pinky nude. lip liner is super creamy and easy to apply. the lipstick formula sits nicely on the lips. do recommend prepping your lips prior so they don’t dry out. the only reason i gave it a 3 is because it is slightly to pink for me so it’s just not an everyday go to for me",kylie cosmetics,neutral
Velvet Liquid Lipstick,"colors not brown girl friendly!
I got this product for free from influenster in exchange for an honest review. I like the formula, especially when so many liquid lipsticks can be so drying. This one definitely feels very comfortable and moisturizing on lips. But the colors... they're definitely made only for those with fair skin. I thought red, out of all others, would be most suitable for a darker skin tone but I was wrong. It's too orange. If this brand wants to include everyone, they should definitely looks for more universally matching hues (Ruby Woo by Mac is a great place to start). Should've given it 2 stars but I'll make it 3 because I genuinely like the formula, but please make better colors!",kylie cosmetics,positive
Velvet Liquid Lipstick,"not my color
I don’t like this color. I’m more red, burgundy, darker shades. I also don’t know how to use the lip liner. The tip broke on the lip liner when I tried to use it.",kylie cosmetics,negative
Velvet Liquid Lipstick,"posie k
The lipliner is super long lasting and doesn’t smudge . The lipstick itself is slightly drying but I also prefer a non matte formula in general. It’s not a bad product but it’s not a color or formula i would’ve chosen myself",kylie cosmetics,positive
Velvet Liquid Lipstick,"ok… not great but not horrible
I was really excited to get this KYLIE LIP KIT in the color poise K. I can’t say I love it but I also can’t say I hate it. There are plenty of other better quality lip products in my opinion for equal or better value. While I did like the color because I typically opt for mauves, it was just a bit too pink for me.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"bare
The color is nice but I do not think it suits my skin tone. If anything it makes my skin look bland. It’s not a drying lipstick and feels super soft though",kylie cosmetics,negative
Velvet Liquid Lipstick,"transfer to everything
Such a vibrant color ! I usually don’t go for these type of lip shades it’s lot pinker than I thought. However it’s transfer to everything doesn’t stay at all !",kylie cosmetics,positive
Velvet Liquid Lipstick,"had high hopes
Doesn't last on lips. It does feel nice though. The gel eye liner doesn't go on waterline. Nothing comes off when trying to apply. I'm giving two stars because they give free samples and have very good offers.",kylie cosmetics,negative
Velvet Liquid Lipstick,"not happy
Good product just very unhappy with the color, looks like funeral home lip color.",kylie cosmetics,negative
Velvet Liquid Lipstick,"not cute on me
This color absolutely did not fit my skin tone. I wish I was sent a different color. Texture felt nice and seemed to stay on well.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"do not like!
I didn't like this lipstick. Feels like I have Vaseline on my lips. And for $40, I've waisted my money.",kylie cosmetics,negative
Velvet Liquid Lipstick,"dry dry dry!
From lip kits to the oils, all products seem to leave my lips looking extremely dry.",kylie cosmetics,negative
Velvet Liquid Lipstick,"color not right
Are usually get the poise K Matt I tried the poise K velvet and it’s a completely different color",kylie cosmetics,negative
Velvet Liquid Lipstick,"uhh
So I’d like to start this review by saying I don’t know if I got a defective item or if this had been an issue for multiple people but the liquid lip was great ",kylie cosmetics,negative
Velvet Liquid Lipstick,"just…. meh.
Loved the color, but for the price of this product, the formula is just not what it should be. Rubs off in the most unflattering way after less than an hour of wear. I wouldn’t recommend this product.",kylie cosmetics,positive
Velvet Liquid Lipstick,"peels off
24 hours claims is kinda fake. It will peel off if you eat or drink anything. The inner part of your lip will have no product and it will feel gross on your lips. It was flaking and peeling off.",kylie cosmetics,negative
Velvet Liquid Lipstick,"drying
I found the liquid lip to very drying :( I even tried it with lip balm underneath and I just didn’t like it. I did enjoy the lip liner though! It stays put a good amount",kylie cosmetics,neutral
Velvet Liquid Lipstick,"wish the color lasted
Love the color, it came off the minute I ate or drank. It says 24 hour stain but does not last very long. I use store bought long lasting lipstick that stays on for hours. I really wanted to love this product.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"cheap product
I was very disappointed in this product. The lip liner was okay and applied fine, but the liquid lipstick was a bit much. It is very pigmented and easily stains your skin. It also dried very quickly and made the stain look uneven in color. Overall, would not recommend",kylie cosmetics,negative
Velvet Liquid Lipstick,"harmony velvet on darker skin
Smooth application. I can tell it lasts & is great quality. Definitely not my color. In my opinion, pinks look great on paler skin but for my complexion, I’ll stick to nudes and browns",kylie cosmetics,positive
Velvet Liquid Lipstick,"very meh
For how expensive this lip kit runs for, I would consider it drugstore quality. It seems like you pay for the name and that’s it. It’s pretty drying and does not stick around long at all. There also does not seem to be much product in the tube. I’d say the only redeeming part is the lip liner. It applies very smooth, but once again does not last long.",kylie cosmetics,positive
Velvet Liquid Lipstick,"can’t wear it
I’m very pale with neutral undertones and the shade Say No More is too bright for me. Maybe it would look better on a darker skin tone. The liquid lipstick and the lipliner are very pigmented. ",kylie cosmetics,negative
Velvet Liquid Lipstick,"it’s wasn’t giving
Unfortunately, did not enjoy this lip kit. While the packaging is pretty and the lip pencil glided on smooth and creamy, everything else about this product was a no for me. ",kylie cosmetics,neutral
Velvet Liquid Lipstick,"lipkit
The shade is beautiful and packaging is cute but the formula is a little drying and cracks after a certain amount of time on the lips",kylie cosmetics,positive
Velvet Liquid Lipstick,"nah
Same shade name not one was the same color. Very disappointed 3 tubes of sadness.",kylie cosmetics,negative
