product,comments,website,Label,sentiment
kylie Highlighter,product product shiny love make inner corner bright shiny immaculate would improve product product best good dry skin would definitely recommend others like say ice ?,kylie cosmetics,positive,1
kylie Highlighter,kylighter really live kylie kylighters look really glam skin,kylie cosmetics,positive,0
kylie Highlighter,"love highlighter love highlighter packaging pink ! & easy blend & apply , pigment . getting lot compliment , definitely recommend u like highlighter",kylie cosmetics,positive,1
kylie Highlighter,old formula old formula highlighter absolutely glowing . didnt leave streak skin looked natural ( natural blinding highlight ) .,kylie cosmetics,positive,1
kylie Highlighter,"like highlighter ! like highlighter ! bright blinding still sits really well skin . fine , chunky glitter . love glow : )",kylie cosmetics,positive,1
kylie Highlighter,great product good highlighter great product good highlighter easy blend pale pink undertone . good light completed skin tone,kylie cosmetics,positive,1
kylie Highlighter,subtle peachy gold sunkissed natural glow appears brighten highlight perfect cheekbone .,kylie cosmetics,positive,1
kylie Highlighter,eye make great product especially black eyeliner pencil,kylie cosmetics,positive,1
kylie Highlighter,"its beautiful champagne its beautiful champagne tone , pigmented . purchasing well bronzers !",kylie cosmetics,positive,1
kylie Highlighter,strong strong light . good pigment buildable . much cake onto face though .,kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . 's perfect bright shimmer . look super pretty light pigmented .,kylie cosmetics,positive,1
kylie Highlighter,product amazing ! make face look luminous pretty .,kylie cosmetics,positive,1
kylie Highlighter,"beautiful champagne toned highlighter , beautiful champagne toned highlighter , applied light hand natural look , liberally literally glow heavens . generous pan size fallout , recommend .",kylie cosmetics,positive,1
kylie Highlighter,amazing product must ! product amazing ! make face look luminous pretty . wear daily love love product,kylie cosmetics,positive,1
kylie Highlighter,"really pretty great highlighting , pretty daughter love",kylie cosmetics,positive,1
kylie Highlighter,best best highlighter ive ever used . last long perfect tone color . dont way improve product good . run im definitely going buy again.kylie cosmetic blush,kylie cosmetics,positive,1
kylie Highlighter,one kylie one kylie product still use day . got year ago its still rotation go absolutely every look . gold pigmented last forever .,kylie cosmetics,positive,0
kylie Highlighter,"really loved , really loved , old formula really miss , beautiful everyday highlight",kylie cosmetics,positive,1
kylie Highlighter,favorite highlighter ! favorite highlighter ! pigmented beautiful color ! would highly suggest product,kylie cosmetics,positive,1
kylie Highlighter,", im back , im back another good review ! highlight absolute bomb ! pretty rose gold shimmer , little go long way , blend really well ! like highlight noticeable , definitely recommend . would definitely buy : )",kylie cosmetics,positive,1
kylie Highlighter,"bought ulta bought ulta sale honestly loved purchase isnt much right amount shimmer , usually dont buy brand might dabble ! definitely would recommend trying .",kylie cosmetics,positive,1
kylie Highlighter,cracked kylighter really nice color smooth texture thing suck mine came cracked ! love ! !,kylie cosmetics,positive,1
kylie Highlighter,"absolutely stunning glow , absolutely stunning glow , love finishing result , personally think its super affordable , packaging aesthetic general its gorgeous , one old version new one cruelty free vegan better !",kylie cosmetics,positive,1
kylie Highlighter,"luv highlighter luv highlighter one pretty ! doesnt leave grey cast skin comeskylie cosmetic kylighter illuminating powder variety shade , applies smooth skin wont break bank.if youre looking glow highly recommend highlighter !",kylie cosmetics,positive,1
kylie Highlighter,"got ice got ice reading review . usually like natural highlight beautiful ! powering like would think look , go smooth creamy . blend perfectly . natural bright highlight . love highlighter !",kylie cosmetics,positive,1
kylie Highlighter,love . would buy love . would buy ( cause broke mine fixed cracked powder ) . last long . build easily . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,perfect love light skin . still see . perfect every day .,kylie cosmetics,positive,1
kylie Highlighter,"favorite highlighter well favorite highlighter well mine unfortunately fell broke worth money paid , definitely buy lot",kylie cosmetics,positive,1
kylie Highlighter,phenomenal product ! ! ! kylighter phenomenal product ! ! ! kylighter phenomenal ! used cheek bone & eye lid & love ! its much little ! its perfect ! ! ! !,kylie cosmetics,positive,1
kylie Highlighter,period kylie ! ! ! ! thank sooo much ! ! hard core stand love new rebranding going ! ! ! perioddd,kylie cosmetics,positive,1
kylie Highlighter,perfect match nice wear soft glam night glam !,kylie cosmetics,positive,1
kylie Highlighter,"highly recommend highly recommend product , its pigmented applies well . pro con improve",kylie cosmetics,positive,1
kylie Highlighter,gold highlighter great highlighter ! look gorgeous face . love ! !,kylie cosmetics,positive,1
kylie Highlighter,great highlighter love highlighter . dont need much glide smoothly . im really enjoying shade,kylie cosmetics,positive,1
kylie Highlighter,"love , illuminating powder compact scatter .",kylie cosmetics,positive,1
kylie Highlighter,"always top quality excellent highlighter , light go easy . perfect amount color shine",kylie cosmetics,positive,1
kylie Highlighter,illuminating powder kylie everything .,kylie cosmetics,positive,0
kylie Highlighter,"highlighter everything honestly ,",kylie cosmetics,positive,1
kylie Highlighter,love ! ! bin absolut begeistern von dem highlighter . gibt super farbe ab . sehr empfehlenswert ! !,kylie cosmetics,positive,1
kylie Highlighter,pretty give perfect amount glow,kylie cosmetics,positive,1
kylie Highlighter,one favorite highlighter ! kylie jenner never miss product ! want,kylie cosmetics,positive,1
kylie Highlighter,vibe ? ? ? ? beautiful color ! sparkly pretty ! ! buy,kylie cosmetics,positive,1
kylie Highlighter,love highlighter buildable,kylie cosmetics,positive,1
kylie Highlighter,highlight beautiful subtle highlight ! packaging beautiful . love,kylie cosmetics,positive,1
kylie Highlighter,kylighter perfect illuminating powder .. best finishing touch flawless look .,kylie cosmetics,positive,1
kylie Highlighter,amazing highlighter product amazing love layout ! smooth texture its perfect tint highlighter . absolutely adore .,kylie cosmetics,positive,1
kylie Highlighter,"kylighter absolutely beautiful stunning glow , good pigment",kylie cosmetics,positive,1
kylie Highlighter,life ! ? ! ? ! ? ! phenomenal product ! ! ! kylighter phenomenal ! used cheek bone & eye lid & love ! its much little ! its perfect ! ! ! !,kylie cosmetics,positive,1
kylie Highlighter,"good natural highlight much better previous formula ! give natural , lot within glow",kylie cosmetics,positive,1
kylie Highlighter,"kylighter 's cute , like . great summer kind color . went smooth blended fine .",kylie cosmetics,positive,1
kylie Highlighter,color intensity stunning !,kylie cosmetics,positive,1
kylie Highlighter,purchased kylie cosmetic kylighter pressed illuminating powder,kylie cosmetics,positive,0
kylie Highlighter,love highlighter its blinding buildable,kylie cosmetics,positive,1
kylie Highlighter,highlighter absolute best . 6. normally go . super creamy big payoff ? ?,kylie cosmetics,positive,1
kylie Highlighter,sunkissed ! ! ! ! love much pigment give perfect sunkissed highlighter,kylie cosmetics,positive,1
kylie Highlighter,cute love enough shimmer last day . pretty good highlighter . color amazing cute . packaging nice . love color much . face shine .,kylie cosmetics,positive,1
kylie Highlighter,"formula applies like butter ,",kylie cosmetics,positive,1
kylie Highlighter,". 've liked kylie highlighter jump . love warmer golden , bronze highlighter . especially summertime . 's buildable , natural intense glow love kylie monogram . complaint kylie cosmetic used give bang buck . get le product used se",kylie cosmetics,positive,1
kylie Highlighter,"stunning highlight bought 3-4 week ago ulta make skin shine bright , also love using inner corner",kylie cosmetics,positive,1
kylie Highlighter,"glitter highlighter much glitter highlighter . natural look , great festival concert . applies well almost like cream last day",kylie cosmetics,positive,1
kylie Highlighter,"luminous luminous highlighter , bright shiny light ! repeat buyer product work well reasonably priced",kylie cosmetics,positive,1
kylie Highlighter,absolutely love highlighter . absolutely love highlighter . amazing coverage show amazing cheek . bit pricey feel amazing . lasted amazing skin even though dry . would buy ! ! !,kylie cosmetics,positive,1
kylie Highlighter,kylie highlight love highlighter broke super fast kept fix bought already halfway pallet fell wasnt one issue,kylie cosmetics,positive,1
kylie Highlighter,"glowy ! one time favorite highlighter . powder add right amount shine needed . apply eye , tip nose upper cheekbone . recommend highlighter everyone affordable side . ?",kylie cosmetics,positive,1
kylie Highlighter,"kylie cosmetic love highlighter ! put top liquid highlighter . u use wet brush ur finger use , show well . using dry brush apply much though .",kylie cosmetics,positive,1
kylie Highlighter,shiny love using highlighter top makeup look ! its versatile use little lot create different look . recommend powder highlighter anyone ! !,kylie cosmetics,positive,1
kylie Highlighter,"bright ! beautiful highlighter ! pigmented blinding . little glittery though dont love . dont mind little bit glitter want something super bright , great !",kylie cosmetics,positive,1
kylie Highlighter,"pigmented least skin loved product , pigmented pretty . although tend lean towards liquid highlighter , one one favorite powder one",kylie cosmetics,positive,1
kylie Highlighter,"favorite powder highlighter bought two case run , best decision made . love highlighter . packaging also cute convenient .",kylie cosmetics,positive,1
kylie Highlighter,ice ice baby realy illuminating much pigment . went easily come easily . would use finger apply instead brush . much waste,kylie cosmetics,positive,1
kylie Highlighter,"pretty good r brightest intense highlighter ever used youre looking something flashy beautiful shine , good one ! though think quality comparable drugstore isnt really worth price tag .",kylie cosmetics,positive,1
kylie Highlighter,love bought highlighter today ulta love . 's vibrant compliment skin really well . kylie cosmetic best highlighter opinion . 's around $ 27 bit pricy highlighter love shiny glossy look definitely recommend !,kylie cosmetics,positive,1
kylie Highlighter,nice cute sturdy packaging . highlighter color beautiful give nice shine . applies well price isnt bad . like .,kylie cosmetics,positive,1
kylie Highlighter,great shade last ! strong pigment last long time . lot shine add look .,kylie cosmetics,positive,1
kylie Highlighter,personally n't :,kylie cosmetics,positive,0
kylie Highlighter,pretty 've used many different highlighter ever since big trend 2016. 've tried popular brand used different type brush apply highlight definitely one favorite powder ! leaf nice glow overpowering overly powdery ! also blend amazingly ! much recommend anyone looking highlight isnt 2016 extra .,kylie cosmetics,positive,1
kylie Highlighter,subtle highlighter its good subtle highlighter . anything special probably find better highlighter price its bad highlighter,kylie cosmetics,positive,1
kylie Highlighter,beautiful fair skin really pretty shade fair skin . last day cheek n't make look oily ! big plus .,kylie cosmetics,positive,1
kylie Highlighter,cute highlight nice subtle highlight . add perfect finishing touch makeup . pigment really nice easy blend,kylie cosmetics,positive,1
kylie Highlighter,"right shade , cutest drip design actual powder overall good product . daughter us prefers many higher end item tried . buy .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,"liked ! ice princess please relaunched , still use . theyre bright powdery .",kylie cosmetics,positive,1
kylie Highlighter,pigmented need pigmented need apply setting spray enhance colour ! its already popping ! ! love variation colour would love bit deeper tone .,kylie cosmetics,positive,1
kylie Highlighter,"good highlighter . went good highlighter . went easily shimmery finish . color pretty . lasted well throughout day easy apply . recommend highlighter , could probably find thing cheaper .",kylie cosmetics,positive,1
kylie Highlighter,kylie cosmetic highlighter kylie cosmetic highlighter good option want add little bit glow skin . chalky super creamy . worth try,kylie cosmetics,positive,1
kylie Highlighter,product amazing ! product amazing ! downside break easy . love product ! super long lasting easy blend ! easy apply id def recommend others . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,'s pigmented 's pigmented 's pretty subtle glow . pretty product bright sparkly shiny,kylie cosmetics,positive,1
kylie Highlighter,product work well product work well expensive side . dont use every day last . give perfect glow,kylie cosmetics,positive,1
kylie Highlighter,"packaging packaging item cute , always miss girl kylie always best packaging ! ! tried product wasnt powdery , matched undertone skin . also give illuminating glow .",kylie cosmetics,positive,1
kylie Highlighter,"reason reason skin n't show much needed , 'm going say n't nice product . n't reach though often highlighter unfortunately highlighter use everyday basis expensive one . definitely n't think would repurchase .",kylie cosmetics,positive,1
kylie Highlighter,cheer darling cheer darling favorite shade . perfect light medium skin tone ! slightly chunky beautiful .,kylie cosmetics,positive,1
kylie Highlighter,love ! love ! could use every time go its shiny easy apply . think maybe color could better skin its great anyway,kylie cosmetics,positive,1
kylie Highlighter,pretty shade pretty shade easy apply . maybe little light look good skin . pink unique shade work variety look .,kylie cosmetics,positive,1
kylie Highlighter,product really product really good darker skin tone like like mind . one pro its pigmented . product improve little bit lasting little bit longer cause usually keep reapplying wanted last long . otherwise would recommend worth money,kylie cosmetics,positive,1
kylie Highlighter,"high intensity shimmer high intensity shimmer highlight , glittery like wet highlight look still highlight well . applied evenly stay pretty well skin top makeup .",kylie cosmetics,positive,1
kylie Highlighter,"even application - even application - easy build blend makeup really nicely ; quite shimmery finish , deffo tell one wearing highlighter super natural still beautiful really recommend",kylie cosmetics,positive,1
kylie Highlighter,great great quick application . give soft glow skin . use lot bride well .,kylie cosmetics,positive,1
kylie Highlighter,work well its work well its sparkle . come easily its go . especially mask .,kylie cosmetics,positive,1
kylie Highlighter,"product really product really nice . however , hate shimmery highlighter sparkler found contained . however set face setting spray putting , go super pigmented . thats way use .",kylie cosmetics,positive,1
kylie Highlighter,jai adoré ce produit jai adoré ce produit ! je le recommande grand monde cependant je trouve que le prix sont un peu élevés mais vous pourrez trouver plusieurs dupe pour moi cher fenty beauty killawatt freestyle highlighter,kylie cosmetics,positive,1
kylie Highlighter,really enjoy really enjoy highlighter . dont usually like anything overly glittery great . its easy work new makeup user . pretty good combo skin . purchased kc also enjoyed .,kylie cosmetics,positive,1
kylie Highlighter,"product provided product provided nice highlight lasted long time . even though dry skin , seemed work great ! ! exclusively use highlighter . 'm completely enamored . ideal match skin tone give desired glow . something would absolutely recommend others , 's pigmented ! ! !",kylie cosmetics,positive,1
kylie Highlighter,think really brings shine skin its pretty item color !,kylie cosmetics,positive,1
kylie Highlighter,use use time didnt think would great definitely shocked ! pretty good use time !,kylie cosmetics,positive,1
kylie Highlighter,"loved highlighter . loved highlighter . bought blush go great . tanned skin look great darker tone . its easy blend apply , though its easy go overboard . ill definitely buy .",kylie cosmetics,positive,1
kylie Highlighter,"one favorite one favorite highlight , wear almost every day ! its perfect color last day , creamy !",kylie cosmetics,positive,1
kylie Highlighter,"buildable buildable highlighter , its go still like one . feel like need layer achieve highlight level likekylie cosmetic kylighter illuminating powder",kylie cosmetics,positive,1
kylie Highlighter,loved product . loved product . also shine make perfect make . good undertone one best using . yes lot shine . yes buy recommend everyone .,kylie cosmetics,positive,1
kylie Highlighter,"love kylie highlighter , love kylie highlighter , sadly best color always stock around . think super pretty pricey . pretty sheer . would buy . ! ! ! ! ! !",kylie cosmetics,positive,1
kylie Highlighter,really like really like highlighter feel like could find product thats comparable cheaper . feel like isnt best dry skin amazing shine sparkle .,kylie cosmetics,positive,1
kylie Highlighter,buildable its leaf buildable its leaf beautiful finish keep stocked kit time .,kylie cosmetics,positive,1
kylie Highlighter,one one better kylie cosmetic product opinion ! glow pretty skin !,kylie cosmetics,positive,1
kylie Highlighter,"its good highlighter its good highlighter definitely give glow , pigmented wet brush use highlighter pigmented",kylie cosmetics,positive,1
kylie Highlighter,"consistency consistency little bit chalky give nice subtle glow , good every day wear !",kylie cosmetics,positive,1
kylie Highlighter,think highlife think highlife give beautiful glow nice finish doesnt bring texture take foundation underneath . go well glam light makeup day well blinding light depending prep . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,love . love . bit fall work amazing ! give beautiful glow !,kylie cosmetics,positive,1
kylie Highlighter,"glow glow little subtle taste highlighter . color little yellow well . quality good , go .",kylie cosmetics,positive,1
kylie Highlighter,looooooove highlighter ! looooooove highlighter ! go easy smooth buildable decide lit want . skeptical buying kardashian makeup world actually ended loving ! definitely recommend !,kylie cosmetics,positive,1
kylie Highlighter,"bought highlighter bought highlighter went sale ulta try . although 's bit glittery face , powdery still look beautiful . also liked undertone highlighter match skin tone . price , would definitely buy .",kylie cosmetics,positive,1
kylie Highlighter,"its pretty good its pretty good highlighter . definitely # 1 since , little glitter prefer . usually use baked formula natural glow , its really good price !",kylie cosmetics,positive,1
kylie Highlighter,really really liked really really liked ! color shiny pretty . would definitely recommend someone else know . also ship fast ordered website . although wish bigger size,kylie cosmetics,positive,1
kylie Highlighter,highlighter give highlighter give amazing glow work staying power . oily skin great job highlighting oil .,kylie cosmetics,positive,1
kylie Highlighter,"tend fall tend fall light shade range product finding right undertone highlighter important ! perfect undertone , pink undertone light complexion . product also lasted month use everyday , price justified last long .",kylie cosmetics,positive,1
kylie Highlighter,"smooth application light smooth application light skin finishing , extremely simple blend , ideal natural make-up lavish style , must-have ! ! ! kylighter illuminating powder kylie cosmetic . give appearance spent entire day beach . give natural appearance , opinion . , look nice mixed skin , believe would look beautiful others well .",kylie cosmetics,positive,1
kylie Highlighter,"good highlighter , champagne undertone . good highlighter , champagne undertone . look nice light-medium skin tone . its pigmented little heavier side . wouldnt buy better one price point .",kylie cosmetics,positive,1
kylie Highlighter,pretty good ! pretty good ! im sure long high lady stay color pretty application easy . would buy . good skin type . would recommend anyone try least .,kylie cosmetics,positive,1
kylie Highlighter,illuminating illuminating nice glow wherever u apply pigmented gentle skin look good skin type packaging cute easy use,kylie cosmetics,positive,1
kylie Highlighter,"super good super good price , cant really complain ! hear nothing good thing . improvement , density stronger brighter .",kylie cosmetics,positive,1
kylie Highlighter,good product good product pigmented . think look great blush combo since undertone def ! kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,first first time using product . got friend . product glisten glide stay day need carry multiple highlight anymore go-to safe use weather . stay face day sometimes wear natural pinky glow alone . buy,kylie cosmetics,positive,1
kylie Highlighter,illuminating illuminating nice glow wherever u apply pigmented gentle skin look good skin type packaging cute easy use,kylie cosmetics,positive,1
kylie Highlighter,"super good super good price , cant really complain ! hear nothing good thing . improvement , density stronger brighter .",kylie cosmetics,positive,1
kylie Highlighter,good product good product pigmented . think look great blush combo since undertone def ! kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,first first time using product . got friend . product glisten glide stay day need carry multiple highlight anymore go-to safe use weather . stay face day sometimes wear natural pinky glow alone . buy .,kylie cosmetics,positive,1
kylie Highlighter,"highlighter highlighter pigmented unless wet brush prior really go . cooler shade look white skin , golden shade look quite nice . like shiney highlighter , rather clump sparkle .",kylie cosmetics,positive,1
kylie Highlighter,highlighter highlighter creamy applies skin like butter . its blinding wouldnt change anything . super pigmented last day long . id definitely recommend people .,kylie cosmetics,positive,1
kylie Highlighter,"thought bit overated kinda expected little ,",kylie cosmetics,positive,0
kylie Highlighter,shiny . great shiny . great full glam look . little go long way make sure blended well . look really good photo . little pricey paying name . good quality irrate sensitive skin,kylie cosmetics,positive,1
kylie Highlighter,"hear alot hear alot mixed review kylie cosmetic , personally like , im makeup expert anything job , give glowy settle finish look ! probably wont buy its alright ! kylie cosmetic kylighter illuminating powder",kylie cosmetics,positive,1
kylie Highlighter,ive tried ive tried highlighter line great barely work . seems color pressed much product doesnt transfer brush enough .,kylie cosmetics,positive,1
kylie Highlighter,stunning pigment ! easy stunning pigment ! easy blend . doesnt smear much . enjoy sunny day kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,"pigmented highlight , gave 4 star unfortunately shipped/arrived broken . think salvageable , however , help youtube able save product . would buy .",kylie cosmetics,positive,1
kylie Highlighter,packaging packaging cute ! ! highlighter look good put first . hour seems pop first . make work better others though ! kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,kind chalky kind chalky otherwise pretty decent product price point . would recommend,kylie cosmetics,positive,1
kylie Highlighter,cute love cute love product much anything else . thing use makeup,kylie cosmetics,positive,1
kylie Highlighter,love have love have nice finish show really nice specially setting spray love last day night friens have shimmer finish would buy totally ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,kylie cosmetics,positive,1
kylie Highlighter,"product product pigmented beautiful , cant wait try color id say color time favorite . soft easy spread around would definitely buy !",kylie cosmetics,positive,1
kylie Highlighter,stunning . think kylie stunning . think kylie re-launching product new formula 'm excited see improves . overall good highlight . blinding good shine . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,kinda chunky kinda chunky skin . doesnt blend well highlighter isnt bright . terrible price used better .,kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . collection enough variety please . super pigmented giving glowing look perfect summer day tropical get aways . show great camera,kylie cosmetics,positive,1
kylie Highlighter,last forever . last forever . need apply little bit little go long way . great coverage . really brightens highlight area .,kylie cosmetics,positive,1
kylie Highlighter,tried kylie cosmetic tried kylie cosmetic kylighter illuminating powder ice worked okay . skin mixed oily/dry finished pretty flat . might purchase id like try brand first.kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,its alright . shimmery its alright . shimmery pretty . definitely better highlighter one good .,kylie cosmetics,positive,1
kylie Highlighter,highlighter comparable highlighter comparable laura mercier well artist couture . go smooth right amount shimmer . would definitely recommend others ! got one top highlighter .,kylie cosmetics,positive,1
kylie Highlighter,"amazing highlighter . say bit pricier side . would recommend dont budget lol . easy work , shine beautifully . would buy .",kylie cosmetics,positive,1
kylie Highlighter,pretty . pretty . dont love lay skin def doesnt last day,kylie cosmetics,positive,1
kylie Highlighter,"love stuff , its love stuff , its much highlight enough see look natural ! add make brighter love color unfortunately mine broke im still using .. kinda work better its little smashed gon na lie ! lol",kylie cosmetics,positive,1
kylie Highlighter,really like product something would say pigmented,kylie cosmetics,positive,1
kylie Highlighter,"highlighter shine . highlighter shine . really pack punch add glowy finish high point face . say , its dusty liking . finish beautiful ! packaging super cute .",kylie cosmetics,positive,1
kylie Highlighter,great highlight great highlight love highlight intense good product rebrand .,kylie cosmetics,positive,1
kylie Highlighter,"one favourite one favourite highlighter , its long lasting , smooth , doesnt flake , go well actual container last . expensive however like get brand sometimes its good quality . would definitely recommend wear night .",kylie cosmetics,positive,1
kylie Highlighter,"like product , like product , doubt ! super bright shimmery . one thing dont love still little sparkly . bad personally dont love ton sparkle highlighter .",kylie cosmetics,positive,1
kylie Highlighter,like highlight like highlight color its blendable look fairly cheap skin,kylie cosmetics,positive,1
kylie Highlighter,pretty pretty good job highlighting . use mostly corner eye . highly pigmented little go long way .,kylie cosmetics,positive,1
kylie Highlighter,liked highlighter liked highlighter much . its pigmented shiny . its blendable last long . bought shade mistake honestly dont regret .,kylie cosmetics,positive,1
kylie Highlighter,beautiful beautiful highlighter super pigmented . its perfect combination sparkle shimmer ?,kylie cosmetics,positive,1
kylie Highlighter,"swore would swore would never buy anything kardasian , . product ok. guess depends light hit face . finish flat , likely wont buy .",kylie cosmetics,positive,1
kylie Highlighter,highlighter beaming its bright,kylie cosmetics,positive,1
kylie Highlighter,"grabbed grabbed whim . sucker highlighter . love , although little pricey quality similar new drugstore highlighter . say 4 bought 2 broken . seem crumble kind easily . blinding , blend well skin rather smear top like drugstore version find . day im looking outshine sun , gravitate perfect amount glow .",kylie cosmetics,positive,1
kylie Highlighter,sublime couleur jolie couleur mais au depart peu irisé puis en le travaillant un peu il est juste sublime .,kylie cosmetics,positive,0
kylie Highlighter,liked . liked . shimmery . go smoothly . would recommend friend . its pretty . would def fix packaging . mine broke within week hard metal makeup case . id buy tho !,kylie cosmetics,positive,1
kylie Highlighter,"feel feel product terrible definitely improved . would love see pigmentation powder . easy apply need build . feel like name youre paying , would like see improvement : )",kylie cosmetics,positive,1
kylie Highlighter,"make glow really make glow really well , look good sun ! its super easy apply need use much . wish came brush.kylie cosmetic kylighter illuminating powder",kylie cosmetics,positive,1
kylie Highlighter,im giving im giving 4 star its shiny good highlight isnt much glow one ! ! its buildable . would probably buy its kinda pricey !,kylie cosmetics,positive,1
kylie Highlighter,really bright really bright pretty color ! ! love ton packaging cute ! !,kylie cosmetics,positive,1
kylie Highlighter,ive tried plenty,kylie cosmetics,positive,0
kylie Highlighter,good product good coverage good product good coverage shimmering super pigmented.good quality . blendable. ? want love,kylie cosmetics,positive,1
kylie Highlighter,beautiful highlight wish beautiful highlight wish little smooth going blending color shine gorgeous,kylie cosmetics,positive,1
kylie Highlighter,"bought bought kylie jenner kylight back ulta product sale 75 % & thought price give go ! far shade queen drip super cool unique color , love ! far formula good best ! definitely reapply throughout day . formula last day .",kylie cosmetics,positive,1
kylie Highlighter,"best highlight ever . best highlight ever . went skin super smooth , theres highlight go skin tones/undertones awesome . its blendable buildable . use cheek bone , inner corner eye tip nose !",kylie cosmetics,positive,1
kylie Highlighter,cheer darling best cheer darling best melanin skin tone . love product . shimmery golden finish . think amazing little go long way . shade champagne & golden tone .,kylie cosmetics,positive,1
